ACCE_ABSORB_CHANCE	Emiþ oraný: %d%%
GUILD_DRAGONLAIR_RANKING_NONE	YENÝ
GUILD_DRAGONLAIR_RANKING_SUCCESS	BAÞARILI
GUILD_DRAGONLAIR_SECOND	Sn.
GUILD_DRAGON_LAIR_DUNGEON_APPLY_SUCCESS	Balathor'un Mahzeni'ne kaydoldun. Girmek için Ejderha Bekçisi Dolnarr ile konuþ. Sonrasýnda savaþa baþlamak için 10 dakikan var.
GUILD_DRAGON_LAIR_DUNGEON_START	Balathor'un Mahzeni için savaþ baþladý. En fazla bir saat kalabilirsiniz.
GUILD_EMPTY_AREA	Boþ alan
GUILD_ENEMY_GUILD_NAME	Düþmanýn Lonca adý
GUILD_FACILITY	Ek bina
GUILD_GEM	Deðerli taþ
GUILD_HEADQUARTER	Ana bina
GUILD_HEAL_GSP	Ejderha Hayaleti Yükle
GUILD_INFO_ENEMY_GUILD_EMPTY	Boþ
GUILD_MARK_NOT_ENOUGH_LEVEL	En az 3. seviye gerekir
GUILD_MARK_UPLOAD_NOTICE	Lonca logolarýný kaydetmek için lütfen biraz bekle.
GUILD_MEMBEROUT_AUTH	Üye kaldýramazsýn.
GUILD_MEMBEROUT_NOMAL	Bu üyeyi kaldýrmak mý istiyorsun?
GUILD_MEMBER_JOB	Sýnýf
GUILD_MEMBER_KNIGHT	Savaþçý
GUILD_MEMBER_LEVEL	Seviye
GUILD_MEMBER_NAME	Üye
GUILD_MEMBER_RANK	Rütbe
GUILD_MEMBER_SPECIFIC_GRAVITY	Baðýþlanan EXP
GUILD_NAME	Lonca adý
GUILD_NOT_ENOUGH_MATERIAL	Bu bina için yeterli inþaat malzemesine sahip deðilsin.
GUILD_NOT_ENOUGH_MONEY	Bu bina için yeterli Yang'a sahip deðilsin.
GUILD_NO_NOTICE_PERMISSION	Duyuru yapmak için gerekli iznin yok.
GUILD_OBJECT	Nesne
GUILD_OBJECT_POSSIBLE_NEWWORLD	Bu bina sadece Yohara kýtasýnda mevcut.
GUILD_OFFER_EXP	Tecrübe yatýr
GUILD_SELECT_ONE	Bir lonca üyesi seç.
GUILD_SHORT_EXP	Yeterli Tecrübe Puaný yok.
GUILD_SITE_AUCTION_END_TIME	Bölge müzayedesi: %02d/%02d (ay/gün), saat %02d:%02d'da
GUILD_SITE_AUCTION_END_TIME_DEFAULT	Bölge müzayedesi: N/A
GUILD_SITE_AUCTION_INFO	Teklif edilen bölge: %s / %d,%d
GUILD_SITE_AUCTION_INFO_DEFAULT	Teklif edilen bölge: N/A
GUILD_SITE_AUCTION_MAP_INFO	Tarih (ay/gün): %02d/%02d; saat: %02d:%02d'da
GUILD_SITE_AUCTION_STATE_NONE	Tüm teklifler verildi.
GUILD_SITE_AUCTION_STATE_REGIST	%s sonra bölge %s ,%s açýk artýrmaya çýkarýlacak. Sadece lonca liderleri bölge müzayedesine kaydolabilir.
GUILD_SITE_AUCTION_STATE_RUN	Bölge müzayedesi %02d/%02d (ay/gün), saat %02d:%02d'da sona eriyor.
GUILD_SITE_AUCTION_STATE_WAIT	%02d/%02d (ay/gün), saat %02d:%02d'da %s, Bölge %d,%d müzayedesi baþlýyor.
GUILD_SITE_AUTO_ABNDON_TIME	Otomatik bölge görevi: %s
GUILD_SITE_TAX_INFO	Lonca bölgesi %s sonra býrakýlacak. Lonca deposundaki tüm eþyalar silinir.
GUILD_TILE_BASEINFO	Bölge bilgileri
GUILD_TILE_BOARD	Lonca notlarý
GUILD_TILE_GRADE	Yönetici Pozisyonu
GUILD_TILE_GUILD_BATTLE	Lonca Savaþý
GUILD_TILE_GUILD_CONTENTS_LIST	Lonca Savaþý
GUILD_TILE_INFO	Lonca bilgileri
GUILD_TILE_MEMBER	Üyeler
GUILD_TILE_SKILL	Lonca becerisi
GUILD_USE_MASTER_ONLY	Sadece lonca lideri bu yetkiye sahip.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Lonca Savaþý Bölgesi
GUILD_WAR2	Lonca Savaþý Bölgesi
GUILD_WAR3	Lonca Savaþý Bölgesi
GUILD_WAR4	Lonca Savaþý Bölgesi
GUILD_WAR_GAINSCORE_FIFTY	50 puan
GUILD_WAR_GAINSCORE_HUNDRED	100 puan
GUILD_WAR_GAINSCORE_THIRTY	30 puan
GUILD_WAR_GAMETIME_SIXTY	60 dakika
GUILD_WAR_GAMETIME_TEN	10 dakika
GUILD_WAR_GAMETIME_THIRTY	30 dakika
GUILD_WAR_LIMIT_30MIN	Zaman: 30 dakika
GUILD_WAR_REWARD_POTION	Ödül: Yenen iksir kazanacak
GUILD_WAR_SELECT_WAR	Savaþ türünü seç
GUILD_WAR_TYPE_DEFENSE	Kalkan Savaþý
GUILD_WAR_TYPE_DIE	Arena Savaþý
GUILD_WAR_TYPE_FLAG	Bayrak Savaþý
GUILD_WAR_TYPE_NORMAL	Meydan Savaþý
GUILD_WAR_TYPE_TIGER	Ýmha Savaþý
GUILD_WAR_TYPE_TIME	Zaman Saldýrýsý
GUILD_WAR_USE_BATTLE_MAP	Yer: Lonca Savaþý Arenasý
GUILD_WAR_USE_NORMAL_MAP	Yer: Normal Harita
GUILD_WAR_WIN_CHECK_SCORE	Savaþý en yüksek skor kazanýr
GUILD_WAR_WIN_FIVE	Beþ tur
GUILD_WAR_WIN_ONE	Bir tur
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Düþmanýn bayraðýný ele geçir
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	ve kendi üssüne götür.
GUILD_WAR_WIN_THREE	Üç tur
GUILD_WAR_WIN_WIPE_OUT_GUILD	Kazanmak için tüm düþmanlarý öldür.
GUILD_WHITE_DRAGON_LAIR_ALREADY_USED_BUFF_POTION	Efektler zaten etkin.
GUILD_WHITE_DRAGON_LAIR_BUFF_POTION_CANNOT_USE_IN_MAP	Bunu sadece Balathor'un Mahzeninde kullanabilirsin.
GUILD_WHITE_DRAGON_LAIR_CANNOT_ATTACK_EGG	Ateþli ejderha yumurtasýný diðer yöne hareket ettirmelisin.
GUILD_WHITE_DRAGON_LAIR_CAN_USE_SINGIJEON	Hwacha atýþa hazýr!
GUILD_WHITE_DRAGON_LAIR_CONCENTRATED_STRIKE_REMAIN_TIME	%d saniye içinde kaybolmadan önce donmuþ ejderha yumurtasýna odaklan.
GUILD_WHITE_DRAGON_LAIR_CONCENTRATED_STRIKE_SUCCESS	Buz gibi soðuðu baþarýyla savuþturdun.
GUILD_WHITE_DRAGON_LAIR_DRAGON_CRY_SOUNDS_LOUDER	Balathor'un kükremesi mahzeni sarsýyor.
GUILD_WHITE_DRAGON_LAIR_DRAGON_STARTS_GOING_CRAZY	Balathor'un ejderha yumurtasý onun yakýnýnda deðil; artýk kendini tutmuyor!
GUILD_WHITE_DRAGON_LAIR_DRAGON_STARTS_GOING_MILD	Balathor'un ejderha yumurtalarý yine onun yakýnýnda. Tüm gücünü salmamaya dikkat edecek.
GUILD_WHITE_DRAGON_LAIR_FAIL_1	Balathor'un Mahzenini baþarýyla tamamlayamadýn. 5 dakika içinde dýþarý ýþýnlanacaksýn.
GUILD_WHITE_DRAGON_LAIR_FAIL_2	3 dakika içinde dýþarý ýþýnlanacaksýn. Zindandan hemen çýkmak için Ejderha Bekçisi Dolnarr ile konuþabilirsin.
GUILD_WHITE_DRAGON_LAIR_FIRE_ARROW_COUNT_FULL	Daha fazla ok yükleyemezsin.
GUILD_WHITE_DRAGON_LAIR_GAUGE_INCREASED_BY_DESTROYED_EGG	Bir ejderha yumurtasý yok edildiði için Balathor'un mühürleri önemli ölçüde zayýfladý.
GUILD_WHITE_DRAGON_LAIR_GAUGE_INCREASED_BY_DYING	Bir kahramanýn ölümü Balathor'un mührünü zayýflattý.
GUILD_WHITE_DRAGON_LAIR_GAUGE_INCREASED_BY_FREEZING_DEBUFF	Birisi donduðu için Balathor'un mühürleri zayýfladý.
GUILD_WHITE_DRAGON_LAIR_GET_FIRE_ARROW	Alevli oklar almak için antik buz kristallerini yok et.
GUILD_WHITE_DRAGON_LAIR_HIDDEN_CONCENTRATED_STRIKE_START	Donmuþ ejderha yumurtasýný hýzla yok et!
GUILD_WHITE_DRAGON_LAIR_HIDDEN_CONCENTRATED_STRIKE_WAIT	10 saniye sonra Balathor'un ejderha yumurtasý görünecek ve hedefli saldýrý yapýlabilecek.
GUILD_WHITE_DRAGON_LAIR_HIDDEN_FAIL_REWARD	Balathor kaçýyor ve hazinesini geride býrakýyor.
GUILD_WHITE_DRAGON_LAIR_NEXT_CONCENTRATED_STRIKE_NEED_MORE_DAMAGE	Bir sonraki hedefli saldýrý daha fazla hasar gerektirecek.
GUILD_WHITE_DRAGON_LAIR_NOTICE_CONCENTRATED_STRIKE_START	Balathor'un ejderha yumurtalarýndan biri büyülü buz soðuðunu çaðýrýyor! Bunu yapmasýný engellemek için hedefli bir saldýrý gerçekleþtir.
GUILD_WHITE_DRAGON_LAIR_NOTICE_GIVE_UP	Balathor'un Mahzeni'nde zafer giriþiminden vazgeçtin. 1 dakika içinde dýþarý ýþýnlanacaksýn.
GUILD_WHITE_DRAGON_LAIR_NOTICE_INCREASE_ARROW_COUNT	Hwacha þu anda %d alevli okla yüklü.
GUILD_WHITE_DRAGON_LAIR_NOTICE_LIMIT_TIME	Kalan süre: %d
GUILD_WHITE_DRAGON_LAIR_NOTICE_REWARD_STAGE_REMAIN_TIME	%d dakika içinde dýþarý ýþýnlanacaksýn. Zindandan hemen çýkmak için Ejderha Bekçisi Dolnarr ile konuþabilirsin.
GUILD_WHITE_DRAGON_LAIR_NOTICE_REWARD_STATGE	Ödülünü Balathor'un hazinesinden alabilirsin. 5 dakika içinde dýþarý ýþýnlanacaksýn.
GUILD_WHITE_DRAGON_LAIR_NOTICE_SPAWNEED_BROKEN_EGG	Ateþli ejderha yumurtasý belirdi.
GUILD_WHITE_DRAGON_LAIR_NOT_ENOUGH_GUILD_SP	Yeterli ejderha gücüne sahip deðilsin.
GUILD_WHITE_DRAGON_LAIR_PROTECTED_EGGS	Hasar vermek için yumurtalarý yok et!
GUILD_WHITE_DRAGON_LAIR_PUT_EGGS_BACK_IN_ORIGINAL_PLACE	Balathor'un ejderha yumurtasý orijinal konumunda yeniden ortaya çýkar.
GUILD_WHITE_DRAGON_LAIR_REPAIR_SINGIJEON	Hwacha tamir edilene kadar yüklenemez.
GUILD_WHITE_DRAGON_LAIR_REPAIR_SINGIJEON_SUCCESS	Hwacha artýk tamamen onarýldý.
GUILD_WHITE_DRAGON_LAIR_RUN_AWAY_TO_BREATH	Balathor bir ejderha yumurtasýnýn yok edildiðini gördü. Buz nefesinden kaçýn!
GUILD_WHITE_DRAGON_LAIR_UI_BOSS_NAME_TOOLTIP	Balathor
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_INFO_1	Kalan
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_INFO_2	Þans: %d
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_TOOLTIP	Eðer %d donmuþ ejderha yumurtasý imha edilirse zindan baþarýsýz sayýlýr.
GUILD_WHITE_DRAGON_LAIR_UI_FLYING_FLMAE_BREATH_TOOLTIP	Mühürler %% 100 baþarýsýz olursa Balathor ölümcül bakýþlarýný sana çevirecek. (Anlýk mühür zayýflamasý:%% %d )
GUILD_WHITE_DRAGON_LAIR_UI_HIDDEN_BOSS_NAME_TOOLTIP	Balathor
GUILD_WHITE_DRAGON_LAIR_UI_SINGIJEON_NAME_TOOLTIP	Hwacha
GUILD_WHITE_DRAGON_LAIR_UI_SINGIJEON_TOOLTIP	8 ok yüklendiðinde Balathor'un pullu zýrhý yok edilebilir. Antik buz kristallerinden alevli oklar alýrsýn. Þu anda yüklü: %d
GUILD_WITHDRAW	Geri çekil.
GUILD_YOU_DO_NOT_JOIN	Bir Loncaya üye deðilsin.
HACK_USER_MESSAGE	Bu özellik, bir hack programý bulunduðu için kullanýlamýyor.
HORSE_HEALTH0	Ölü
HORSE_HEALTH1	Aç kalmýþ halde
HORSE_HEALTH2	Acýkmýþ halde
HORSE_HEALTH3	Tok
HORSE_LEVEL1	Normal at
HORSE_LEVEL2	Savaþ Atý
HORSE_LEVEL3	Asker at
HORSE_LEVEL4	Güçlü savaþ atý
HOUR	sa.
HOW_MANY_ITEM_DO_YOU_DROP1	%s atmak istiyor musun?
HOW_MANY_ITEM_DO_YOU_DROP2	%s %d atmak istiyor musun?
ICECREAM_EVENT_EXCHANGE_SCOOP_SUCCESS	Yeni etkinlik menüsüne %d buz topu aktardýn.
ICECREAM_EVENT_GET_SCOOP	Bir buz topu aldýn.
ICECREAM_EVENT_SCOOP_MAX_COUNT	Daha fazla buz topu alamazsýn.
INPUT_MATRIX_CARD_NUMBER	Matrix Kart Numaraný gir.
INPUT_MATRIX_CARD_TITLE	Matrix Kart
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Hesap ayarlarýnýzdaki silme-kodunu buraya giriniz.
INPUT_PRIVATE_CODE_DIALOG_TITLE	Karakteri sil
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Dönüþ Rolesi
INVENTORY_REALLY_USE_ITEM	Eþyayý bu nesneye uygula?
INVENTORY_REALLY_USE_ITEM2	Bu eþyayý kullanmak istediðinden emin misin?
INVENTORY_REALLY_USE_PET_BAG_ITEM	Petini gerçekten nakliye kutusuna koymak istiyor musun?
INVENTORY_REALLY_USE_PET_BAG_TAKE_OUT	Bir nakliye kutusunu açmak istiyor musun?
INVENTORY_REALLY_USE_PET_FEEDSTUFF_ITEM	%s ile %s petini besle?
IS_NOT_PET_CHANGE_ITEM	Bu, "pet efsunla" eþyasý deðil.
IS_NOT_PET_ITEM	Bu bir pet deðil.
ITEM_CANNOT_REFINE	Bu nene geliþtirilemez.
ITEM_TOOLTIP_DESC_GEM_BAG_DEFAULT	Kullandýktan sonra 9.999 Gaya'ya kadar doldurabilirsin. | 30 gün sonra kaybolurlar.\nGaya kesesinin ticareti yapýlabilir.
ITEM_TOOLTIP_DESC_GEM_BAG_HAVE_GEM	Gaya kesesi (%d Gaya, ticareti yapýlabilir). \nKeseyi açarsan, %d Gaya alýrsýn.
ITEM_TOOLTIP_DESC_GEM_BAG_REWARD	Kazanan takýmý alkýþladýðýn için ödül olarak bir Gaya Spor Çantasý alýrsýn.\nTicareti yapýlamaz.
ITEM_TOOLTIP_DESC_GEM_BAG_REWARD_HAVE_GEM	Gaya spor çantasý (%d Gaya, ticareti yok). \nSpor çantasýný açarsan, %d Gaya alýrsýn.
JOB_ASSASSIN	Ninja
JOB_ASSASSIN0	Yok
JOB_ASSASSIN1	Yakýn Ninja
JOB_ASSASSIN2	Uzak Ninja
JOB_SHAMAN	Þaman
JOB_SHAMAN0	Yok
JOB_SHAMAN1	Ejderha Þamaný
JOB_SHAMAN2	Þifacý Þaman
JOB_SURA	Sura
JOB_SURA0	Yok
JOB_SURA1	Silah Surasý
JOB_SURA2	Büyü Surasý
JOB_WARRIOR	Savaþçý
JOB_WARRIOR0	Yok
JOB_WARRIOR1	Bedensel Savaþçý
JOB_WARRIOR2	Zihinsel Savaþçý
JOB_WOLFMAN	Lycan
JOB_WOLFMAN0	Amatör Lycan
JOB_WOLFMAN1	Ýçgüdü
JOB_WOLFMAN2	N.A.
KEYCHANGE_DONT_SAVE_EXIT	Kaydetmeden kapat?
KEYCHANGE_IMPOSSIBLE_CHANGE	[CTRL], [ALT], [SHIFT] burada kullanýlamaz!
KEYCHANGE_SAVE_EXIT	Kaydet ve kapat?
KEY_0	0
KEY_0_LALT	ALT + 0
KEY_0_LCONTROL	CTRL + 0
KEY_0_LSHIFT	SHIFT + 0
KEY_1	1
KEY_1_LALT	ALT + 1
KEY_1_LCONTROL	CTRL + 1
KEY_1_LSHIFT	SHIFT + 1
KEY_2	2
KEY_2_LALT	ALT + 2
KEY_2_LCONTROL	CTRL + 2
KEY_2_LSHIFT	SHIFT + 2
KEY_3	3
KEY_3_LALT	ALT + 3
KEY_3_LCONTROL	CTRL + 3
KEY_3_LSHIFT	SHIFT + 3
KEY_4	4
KEY_4_LALT	ALT + 4
KEY_4_LCONTROL	CTRL + 4
KEY_4_LSHIFT	SHIFT + 4
KEY_5	5
KEY_5_LALT	ALT + 5
KEY_5_LCONTROL	CTRL + 5
KEY_5_LSHIFT	SHIFT + 5
KEY_6	6
KEY_6_LALT	ALT + 6
KEY_6_LCONTROL	CTRL + 6
KEY_6_LSHIFT	SHIFT + 6
KEY_7	7
KEY_7_LALT	ALT + 7
KEY_7_LCONTROL	CTRL + 7
KEY_7_LSHIFT	SHIFT + 7
KEY_8	8
KEY_8_LALT	ALT + 8
KEY_8_LCONTROL	CTRL + 8
KEY_8_LSHIFT	SHIFT + 8
KEY_9	9
KEY_9_LALT	ALT + 9
KEY_9_LCONTROL	CTRL + 9
KEY_9_LSHIFT	SHIFT + 9
KEY_A	A
KEY_ADD	+
KEY_A_LALT	ALT + A
KEY_A_LCONTROL	CTRL + A
KEY_A_LSHIFT	SHIFT + A
KEY_B	B
KEY_B_LALT	ALT + B
KEY_B_LCONTROL	CTRL + B
KEY_B_LSHIFT	SHIFT + B
KEY_C	C
KEY_COMMA	Ö
KEY_COMMA_LALT	ALT + Ö
KEY_COMMA_LCONTROL	CTRL + Ö
KEY_COMMA_LSHIFT	SHIFT + Ö
KEY_C_LALT	ALT + C
KEY_C_LCONTROL	CTRL + C
KEY_C_LSHIFT	SHIFT + C
KEY_D	D
KEY_DOWN	DOWN
KEY_D_LALT	ALT + D
KEY_D_LCONTROL	CTRL + D
KEY_D_LSHIFT	SHIFT + D
KEY_E	E
KEY_E_LALT	ALT + E
KEY_E_LCONTROL	CTRL + E
KEY_E_LSHIFT	SHIFT + E
KEY_F	F
KEY_F1	F1
KEY_F1_LALT	ALT + F1
KEY_F1_LCONTROL	CTRL + F1
KEY_F1_LSHIFT	SHIFT + F1
KEY_F2	F2
KEY_F2_LALT	ALT + F2
KEY_F2_LCONTROL	CTRL + F2
KEY_F2_LSHIFT	SHIFT + F2
KEY_F3	F3
KEY_F3_LALT	ALT + F3
KEY_F3_LCONTROL	CTRL + F3
KEY_F3_LSHIFT	SHIFT + F3
KEY_F4	F4
KEY_F4_LALT	ALT + F4
KEY_F4_LCONTROL	CTRL + F4
KEY_F4_LSHIFT	SHIFT + F4
KEY_F5	F5
KEY_F5_LALT	ALT + F5
KEY_F5_LCONTROL	CTRL + F5
KEY_F5_LSHIFT	SHIFT + F5
KEY_F6	F6
KEY_F6_LALT	ALT + F6
KEY_F6_LCONTROL	CTRL + F6
KEY_F6_LSHIFT	SHIFT + F6
KEY_F7	F7
KEY_F7_LALT	ALT + F7
KEY_F7_LCONTROL	CTRL + F7
KEY_F7_LSHIFT	SHIFT + F7
KEY_F8	F8
KEY_F8_LALT	ALT + F8
KEY_F8_LCONTROL	CTRL + F8
KEY_F8_LSHIFT	SHIFT + F8
KEY_F9	F9
KEY_F9_LALT	ALT + F9
KEY_F9_LCONTROL	CTRL + F9
KEY_F9_LSHIFT	SHIFT + F9
KEY_F10	F10
KEY_F10_LALT	ALT + F10
KEY_F10_LCONTROL	CTRL + F10
KEY_F10_LSHIFT	SHIFT + F10
KEY_F_LALT	ALT + F
KEY_F_LCONTROL	CTRL + F
KEY_F_LSHIFT	SHIFT + F
KEY_G	G
KEY_GRAVE	"
KEY_GRAVE_LALT	ALT + "
KEY_GRAVE_LCONTROL	CTRL + "
KEY_GRAVE_LSHIFT	SHIFT + "
KEY_G_LALT	ALT + G
KEY_G_LCONTROL	CTRL + G
KEY_G_LSHIFT	SHIFT + G
KEY_H	H
KEY_H_LALT	ALT + H
KEY_H_LCONTROL	CTRL + H
KEY_H_LSHIFT	SHIFT + H
KEY_I	I
KEY_I_LALT	ALT + I
KEY_I_LCONTROL	CTRL + I
KEY_I_LSHIFT	SHIFT + I
KEY_J	J
KEY_J_LALT	ALT + J
KEY_J_LCONTROL	CTRL + J
KEY_J_LSHIFT	SHIFT + J
KEY_K	K
KEY_K_LALT	ALT + K
KEY_K_LCONTROL	CTRL + K
KEY_K_LSHIFT	SHIFT + K
KEY_L	L
KEY_LALT	ALT
KEY_LCONTROL	CTRL
KEY_LEFT	LEFT
KEY_LSHIFT	SHIFT
KEY_L_LALT	ALT + L
KEY_L_LCONTROL	CTRL + L
KEY_L_LSHIFT	SHIFT + L
KEY_M	M
KEY_M_LALT	ALT + M
KEY_M_LCONTROL	CTRL + M
KEY_M_LSHIFT	SHIFT + M
KEY_N	N
KEY_NUMLOCK	NUM
KEY_NUMPAD0	NUMPAD0
KEY_NUMPAD1	NUMPAD1
KEY_NUMPAD2	NUMPAD2
KEY_NUMPAD3	NUMPAD3
KEY_NUMPAD4	NUMPAD4
KEY_NUMPAD5	NUMPAD5
KEY_NUMPAD6	NUMPAD6
KEY_NUMPAD7	NUMPAD7
KEY_NUMPAD8	NUMPAD8
KEY_NUMPAD9	NUMPAD9
KEY_N_LALT	ALT + N
KEY_N_LCONTROL	CTRL + N
KEY_N_LSHIFT	SHIFT + N
KEY_O	O
KEY_O_LALT	ALT + O
KEY_O_LCONTROL	CTRL + O
KEY_O_LSHIFT	SHIFT + O
KEY_P	P
KEY_PERIOD	Ç
KEY_PERIOD_LALT	ALT + Ç
KEY_PERIOD_LCONTROL	CTRL + Ç
KEY_PERIOD_LSHIFT	SHIFT + Ç
KEY_PGDN	PAGEDOWN
KEY_PGUP	PAGEUP
KEY_P_LALT	ALT + P
KEY_P_LCONTROL	CTRL + P
KEY_P_LSHIFT	SHIFT + P
KEY_Q	Q
KEY_Q_LALT	ALT + Q
KEY_Q_LCONTROL	CTRL + Q
KEY_Q_LSHIFT	SHIFT + Q
KEY_R	R
KEY_RIGHT	RIGHT
KEY_R_LALT	ALT + R
KEY_R_LCONTROL	CTRL + R
KEY_R_LSHIFT	SHIFT + R
KEY_S	S
KEY_SPACE	SPACE
KEY_SUBTRACT	-
KEY_SYSRQ	PRINTSCREEN
KEY_S_LALT	ALT + S
KEY_S_LCONTROL	CTRL + S
KEY_S_LSHIFT	SHIFT + S
KEY_T	T
KEY_TAB	TAB
KEY_T_LALT	ALT + T
KEY_T_LCONTROL	CTRL + T
KEY_T_LSHIFT	SHIFT + T
KEY_U	U
KEY_UP	UP
KEY_U_LALT	ALT + U
KEY_U_LCONTROL	CTRL + U
KEY_U_LSHIFT	SHIFT + U
KEY_V	V
KEY_V_LALT	ALT + V
KEY_V_LCONTROL	CTRL + V
KEY_V_LSHIFT	SHIFT + V
KEY_W	W
KEY_W_LALT	ALT + W
KEY_W_LCONTROL	CTRL + W
KEY_W_LSHIFT	SHIFT + W
KEY_X	X
KEY_X_LALT	ALT + X
KEY_X_LCONTROL	CTRL + X
KEY_X_LSHIFT	SHIFT + X
KEY_Y	Y
KEY_Y_LALT	ALT + Y
KEY_Y_LCONTROL	CTRL + Y
KEY_Y_LSHIFT	SHIFT + Y
KEY_Z	Z
KEY_Z_LALT	ALT + Z
KEY_Z_LCONTROL	CTRL + Z
KEY_Z_LSHIFT	SHIFT + Z
LEADER_NAME	Liderin Adý
LEAVE_FROM_GUILD_SUCCESS_MESSAGE	Loncadan ayrýldýn.
LEFT_SEAT	[AFK]
LEFT_SEAT_IMPOSSIBLE_ACTION	Bu oyuncu AFK modunda.
LEFT_SEAT_LOGOUT	Seçtiðin AFK süresi dolduktan sonra oturumun kapatýldý.
LEFT_SEAT_LOGOUT_WAIT_TIME_TOOLTIP	Karakterin AFK moduna girdikten sonra seçilen süreye ulaþana kadar AFK olarak kalacaktýr. Daha sonra otomatik olarak oturumun kapatýlacaktýr.
LEFT_SEAT_RELEASE_ASK	AFK modundasýn. Tekrar aktif olmak ister misin?
LEFT_SEAT_STATE_OFF	Tekrar aktifsin.
LEFT_SEAT_STATE_ON	AFK modundasýn.
LEFT_SEAT_WAIT_TIME_TOOLTIP	Aktif deðilsen, seçilen süre sonunda karakter adýnýn altýnda [AFK] görünecektir.
LEFT_TIME	|Eemoji/time_left|e  Kalan Süre
LEFT_TIME2	|Eemoji/time_left|e  |cffFFD700Kalan Süre
LEFT_TIME_LESS_THAN_1_MIN	1 dakikanýn altýnda
LIMIT_LEVEL_GUILD	Lonca Seviyesi: %d
LOGIN_CLIENT_LOADING	Ýstemci önbellekten yükleniyor ...
LOGIN_CONNECT_FAILURE	Sunucuya baðlanýrken hata
LOGIN_CONNECT_SUCCESS	Sunucuya baðlandýn.
LOGIN_CONNETING	Lütfen bekle. Sunucuya baðlanýyorsun.
LOGIN_FAILURE_ALREAY	Hesabýn zaten baðlý.
LOGIN_FAILURE_BACKEND_ERR	Bir hata oluþtu. Lütfen destek birimine baþvur.
LOGIN_FAILURE_BE_SAME_KEY	Kayýt problemi
LOGIN_FAILURE_BLOCK_ID	Bu hesap engellendi.
LOGIN_FAILURE_BLOCK_LOGIN	Kapalý sunucu: Lütfen baþka server seç!
LOGIN_FAILURE_COUNTRY_ERR	Ülke kodu yanlýþ.\nLütfen destek birimine baþvur.
LOGIN_FAILURE_INTEGRTING	Hesabýn þu anda aktarýlýyor. \nLütfen birkaç dakika içinde tekrar dene.
LOGIN_FAILURE_IOVATION_ERR	Bu sunucuya eriþmek için iki faktörlü kimlik doðrulamasýný etkinleþtir.
LOGIN_FAILURE_NOBILL	Bu hesabýn oyun süresi yok.
LOGIN_FAILURE_NOT_AVAIL	Bu hesap kullanýlamýyor.
LOGIN_FAILURE_NOT_EXIST_ID	Hesap ismi veya þifre yanlýþ.
LOGIN_FAILURE_NOT_MAIL_CONFIRM	E-posta yoluyla onaylanmasý gerekir.
LOGIN_FAILURE_REPAIR_ID	Bu hesap için þu an nesneler yenileniyor.
LOGIN_FAILURE_SAMELOGIN	Biri senin hesabýnla baðlandý.
LOGIN_FAILURE_SERVER_CLOSED	Kapalý sunucu: Sadece kapanmadan önce oluþturulan hesaplar bu sunucuya girebilir. Lütfen baþka bir sunucu seç.
LOGIN_FAILURE_SERVER_GRADE	Bu, bu hesabýn eriþimi olmayan özel bir sunucudur.
LOGIN_FAILURE_SHUTDOWN	Sunucu henüz açýlmadý.
LOGIN_FAILURE_STEAM_SESSION	Taþýnan hesaplara giriþ/yeni kaydý yapýlamaz.
LOGIN_FAILURE_TNT_SESSION	Ýstemci açýlamýyor. Lütfen baþlatýcýyý yeniden baþlat ve oturum aç.
LOGIN_FAILURE_TOO_MANY_USER	Çok fazla kullanýcý baðlý olduðu için baðlanamazsýnýz.
LOGIN_FAILURE_UNKNOWN	Bilinmeyen bir nedenle kaydolamadýnýz.
LOGIN_FAILURE_WEB_BLOCK	Web sitesine eriþiminiz engellendi. Lütfen E-Postanýzý kontrol ediniz.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER	Yanlýþ numara girdiniz.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER_TRIPLE	3 kere yanlýþ numara girdiniz. Baðlantýnýz kesildi.
LOGIN_FAILURE_WRONG_PASSWORD	Hesap ismi veya þifre yanlýþ.
LOGIN_FAILURE_WRONG_VERSION	Ýstemciyi güncelleyin, yanlýþ istemci sürümü!
LOGIN_INPUT_ID	ID nizi yazýn.
LOGIN_INPUT_PASSWORD	Þifreyi gir.
LOGIN_PROCESSING	Giriþ iþlemi yapýlýyor...
LOOTING_SYSTEM_CANNOT_OPEN_MAP	Bu, burada açýlamaz.
LOOTING_TICKET_DURATION	Kalan süre: %s
LUCKY_BOX_DIALOG_RECV_TEXT	Bu eþyayý almak istiyor musun?
LUCKY_BOX_DIALOG_RETRY_TEXT	Þansýný tekrar denemek ister misin?
MAILBOX_FAIL_USE_TIME_LIMIT	Posta kutusu güncelleniyor. Lütfen daha sonra tekrar dene.
